Sample in Buffer,Sample in Window,TRIGGER,mipi_phy_inst/lane1_byte_data[7:0],mipi_phy_inst/lane0_byte_data[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX
1174,1174,0,a7,70
1175,1175,0,77,60
1176,1176,0,97,c0
1177,1177,0,e7,70
1178,1178,0,a8,7b
1179,1179,0,77,74
1180,1180,0,17,7a
1181,1181,0,38,6d
1182,1182,0,97,78
1183,1183,0,e4,7c
1184,1184,0,67,66
1185,1185,0,88,74
1186,1186,0,f6,11
1187,1187,0,16,71
1188,1188,0,e0,80
1189,1189,0,c7,76
1190,1190,0,37,78
1191,1191,0,97,e9
1192,1192,0,47,7d
1193,1193,0,38,7e
1194,1194,0,27,84
1195,1195,0,38,7d
1196,1196,0,37,7b
1197,1197,0,28,82
1198,1198,0,b9,7e
1199,1199,0,57,86
1200,1200,0,48,8f
1201,1201,0,69,2d
1202,1202,0,e8,85
1203,1203,0,69,80
1204,1204,0,b8,8a
1205,1205,0,98,86
1206,1206,0,8,19
1207,1207,0,29,87
1208,1208,0,5e,8c
1209,1209,0,b8,91
1210,1210,0,58,93
1211,1211,0,c9,0c
1212,1212,0,48,91
1213,1213,0,c4,8f
1214,1214,0,c8,94
1215,1215,0,48,94
1216,1216,0,79,0f
1217,1217,0,89,91
1218,1218,0,29,95
1219,1219,0,e9,99
1220,1220,0,a8,98
1221,1221,0,59,15
1222,1222,0,79,90
1223,1223,0,69,94
1224,1224,0,19,92
1225,1225,0,e9,95
1226,1226,0,f9,8a
1227,1227,0,28,93
1228,1228,0,e1,9e
1229,1229,0,19,9a
1230,1230,0,aa,9e
1231,1231,0,0a,9
1232,1232,0,ca,86
1233,1233,0,1b,97
1234,1234,0,2a,9e
1235,1235,0,ba,ae
1236,1236,0,4a,70
1237,1237,0,db,9e
1238,1238,0,c4,9b
1239,1239,0,9,a5
1240,1240,0,ea,b2
1241,1241,0,9a,7d
1242,1242,0,aa,ad
1243,1243,0,e8,93
1244,1244,0,69,a7
1245,1245,0,fa,bb
1246,1246,0,4b,68
1247,1247,0,cc,a1
1248,1248,0,df,ac
1249,1249,0,9a,ba
1250,1250,0,fa,c4
1251,1251,0,9b,18
1252,1252,0,8b,ad
1253,1253,0,d5,a8
1254,1254,0,da,bd
1255,1255,0,4a,cf
1256,1256,0,0b,9b
1257,1257,0,8c,ad
1258,1258,0,d8,ad
1259,1259,0,ca,cd
1260,1260,0,aa,bc
1261,1261,0,0c,a9
1262,1262,0,8c,ad
1263,1263,0,d8,ad
1264,1264,0,da,c5
1265,1265,0,1a,ca
1266,1266,0,5d,9a
1267,1267,0,bd,ad
1268,1268,0,d8,ad
1269,1269,0,da,d5
1270,1270,0,ca,d0
1271,1271,0,4d,9b
1272,1272,0,bd,ad
1273,1273,0,d9,ad
1274,1274,0,da,d5
1275,1275,0,fa,de
1276,1276,0,6d,8a
1277,1277,0,be,ad
1278,1278,0,da,ad
1279,1279,0,da,e4
1280,1280,0,aa,dc
1281,1281,0,4e,8b
1282,1282,0,ae,ad
1283,1283,0,d8,ad
1284,1284,0,da,ea
1285,1285,0,aa,ea
1286,1286,0,ae,aa
1287,1287,0,ae,ad
1288,1288,0,da,ad
1289,1289,0,da,ea
1290,1290,0,2a,ea
1291,1291,0,ae,aa
1292,1292,0,ae,ad
1293,1293,0,da,ad
1294,1294,0,da,ea
1295,1295,0,aa,ea
1296,1296,0,ae,aa
1297,1297,0,ae,ad
1298,1298,0,da,ad
1299,1299,0,da,ea
1300,1300,0,aa,ea
1301,1301,0,ae,aa
1302,1302,0,ae,ad
1303,1303,0,da,ad
1304,1304,0,da,ea
1305,1305,0,aa,ea
1306,1306,0,ae,aa
1307,1307,0,ae,ad
1308,1308,0,da,ad
1309,1309,0,da,ea
1310,1310,0,aa,ea
1311,1311,0,ae,aa
1312,1312,0,ae,ad
1313,1313,0,da,ad
1314,1314,0,da,ea
1315,1315,0,aa,ea
1316,1316,0,ae,aa
1317,1317,0,ae,ad
1318,1318,0,da,ad
1319,1319,0,da,ea
1320,1320,0,aa,ea
1321,1321,0,ae,aa
1322,1322,0,ae,ad
1323,1323,0,da,ad
1324,1324,0,da,ea
1325,1325,0,aa,ea
1326,1326,0,ae,aa
1327,1327,0,ae,ad
1328,1328,0,da,ad
1329,1329,0,da,ea
1330,1330,0,aa,ea
1331,1331,0,ae,aa
1332,1332,0,ae,ad
1333,1333,0,da,ad
1334,1334,0,da,ea
1335,1335,0,aa,ea
1336,1336,0,ae,aa
1337,1337,0,ae,ad
1338,1338,0,da,ad
1339,1339,0,da,ea
1340,1340,0,aa,ea
1341,1341,0,ae,aa
1342,1342,0,ae,ad
1343,1343,0,da,ad
1344,1344,0,da,ea
1345,1345,0,aa,ea
1346,1346,0,ae,aa
1347,1347,0,ae,ad
1348,1348,0,da,ad
1349,1349,0,da,ea
1350,1350,0,aa,ea
1351,1351,0,ae,aa
1352,1352,0,ae,ad
1353,1353,0,da,ad
1354,1354,0,da,ea
1355,1355,0,aa,ea
1356,1356,0,ae,aa
1357,1357,0,ae,ad
1358,1358,0,da,ad
1359,1359,0,da,ea
1360,1360,0,aa,ea
1361,1361,0,ae,aa
1362,1362,0,ae,ad
1363,1363,0,da,ad
1364,1364,0,da,ea
1365,1365,0,aa,ea
1366,1366,0,ae,aa
1367,1367,0,ae,ad
1368,1368,0,da,ad
1369,1369,0,da,ea
1370,1370,0,aa,ea
1371,1371,0,ae,aa
1372,1372,0,ae,ad
1373,1373,0,da,ad
1374,1374,0,da,ea
1375,1375,0,aa,ea
1376,1376,0,ae,aa
1377,1377,0,ae,ad
1378,1378,0,da,ad
1379,1379,0,da,ea
1380,1380,0,aa,ea
1381,1381,0,ae,aa
1382,1382,0,ae,ad
1383,1383,0,da,ad
1384,1384,0,da,ea
1385,1385,0,aa,ea
1386,1386,0,ae,aa
1387,1387,0,ae,ad
1388,1388,0,da,ad
1389,1389,0,da,ea
1390,1390,0,aa,ea
1391,1391,0,ae,aa
1392,1392,0,ae,ad
1393,1393,0,da,ad
1394,1394,0,da,ea
1395,1395,0,aa,ea
1396,1396,0,ae,aa
1397,1397,0,ae,ad
1398,1398,0,da,ad
1399,1399,0,da,ea
1400,1400,0,aa,ea
1401,1401,0,ae,aa
1402,1402,0,ae,ad
1403,1403,0,da,ad
1404,1404,0,da,ea
1405,1405,0,aa,ea
1406,1406,0,ae,aa
1407,1407,0,ae,ad
1408,1408,0,da,ad
1409,1409,0,da,ea
1410,1410,0,aa,ea
1411,1411,0,ae,aa
1412,1412,0,ae,ad
1413,1413,0,da,ad
1414,1414,0,da,ea
1415,1415,0,aa,ea
1416,1416,0,ae,aa
1417,1417,0,ae,ad
1418,1418,0,da,ad
1419,1419,0,da,ea
1420,1420,0,aa,ea
1421,1421,0,ae,aa
1422,1422,0,ae,ad
1423,1423,0,da,ad
1424,1424,0,da,ea
1425,1425,0,aa,ea
1426,1426,0,ae,aa
1427,1427,0,ae,ad
1428,1428,0,da,ad
1429,1429,0,da,ea
1430,1430,0,aa,ea
1431,1431,0,ae,aa
1432,1432,0,ae,ad
1433,1433,0,da,ad
1434,1434,0,da,ea
1435,1435,0,aa,ea
1436,1436,0,ae,aa
1437,1437,0,ae,ad
1438,1438,0,da,ad
1439,1439,0,da,ea
1440,1440,0,aa,ea
1441,1441,0,ae,aa
1442,1442,0,ae,ad
1443,1443,0,da,ad
1444,1444,0,da,ea
1445,1445,0,aa,ea
1446,1446,0,ae,aa
1447,1447,0,ae,ad
1448,1448,0,da,ad
1449,1449,0,da,ea
1450,1450,0,aa,ea
1451,1451,0,ae,aa
1452,1452,0,ae,ad
1453,1453,0,da,ad
1454,1454,0,da,ea
1455,1455,0,aa,ea
1456,1456,0,ae,aa
1457,1457,0,ae,ad
1458,1458,0,da,ad
1459,1459,0,da,ea
1460,1460,0,aa,ea
1461,1461,0,ae,aa
1462,1462,0,ae,ad
1463,1463,0,da,ad
1464,1464,0,da,ea
1465,1465,0,aa,ea
1466,1466,0,ae,aa
1467,1467,0,ae,ad
1468,1468,0,da,ad
1469,1469,0,da,ea
1470,1470,0,aa,ea
1471,1471,0,ae,aa
1472,1472,0,ae,ad
1473,1473,0,da,ad
1474,1474,0,da,ea
1475,1475,0,aa,ea
1476,1476,0,ae,aa
1477,1477,0,ae,ad
1478,1478,0,da,ad
1479,1479,0,da,ea
1480,1480,0,aa,ea
1481,1481,0,ae,aa
1482,1482,0,ae,ad
1483,1483,0,da,ad
1484,1484,0,da,ea
1485,1485,0,aa,ea
1486,1486,0,ae,aa
1487,1487,0,ae,ad
1488,1488,0,da,ad
1489,1489,0,da,ea
1490,1490,0,aa,ea
1491,1491,0,ae,aa
1492,1492,0,ae,ad
1493,1493,0,da,ad
1494,1494,0,da,ea
1495,1495,0,aa,ea
1496,1496,0,ae,aa
1497,1497,0,ae,ad
1498,1498,0,da,ad
1499,1499,0,da,ea
1500,1500,0,aa,ea
1501,1501,0,ae,aa
1502,1502,0,ae,ad
1503,1503,0,da,ad
1504,1504,0,da,ea
1505,1505,0,aa,ea
1506,1506,0,ae,aa
1507,1507,0,ae,ad
1508,1508,0,da,ad
1509,1509,0,da,ea
1510,1510,0,aa,ea
1511,1511,0,ae,aa
1512,1512,0,ae,ad
1513,1513,0,da,ad
1514,1514,0,da,ea
1515,1515,0,aa,ea
1516,1516,0,ae,aa
1517,1517,0,ae,ad
1518,1518,0,da,ad
1519,1519,0,da,ea
1520,1520,0,aa,ea
1521,1521,0,ae,aa
1522,1522,0,ae,ad
1523,1523,0,da,ad
1524,1524,0,da,ea
1525,1525,0,aa,ea
1526,1526,0,ae,aa
1527,1527,0,ae,ad
1528,1528,0,da,ad
1529,1529,0,da,ea
1530,1530,0,aa,ea
1531,1531,0,ae,aa
1532,1532,0,ae,ad
1533,1533,0,da,ad
1534,1534,0,da,ea
1535,1535,0,aa,ea
1536,1536,0,ae,aa
1537,1537,0,ae,ad
1538,1538,0,da,ad
1539,1539,0,da,ea
1540,1540,0,aa,ea
1541,1541,0,ae,aa
1542,1542,0,ae,ad
1543,1543,0,da,ad
1544,1544,0,da,ea
1545,1545,0,aa,ea
1546,1546,0,ae,aa
1547,1547,0,ae,ad
1548,1548,0,da,ad
1549,1549,0,da,ea
1550,1550,0,aa,ea
1551,1551,0,ae,aa
1552,1552,0,ae,ad
1553,1553,0,aa,ad
1554,1554,0,f7,7b
1555,1555,0,ff,ff
1556,1556,0,ff,ff
1557,1557,0,ff,ff
1558,1558,0,ff,ff
1559,1559,0,ff,fd
1560,1560,0,ff,ff
1561,1561,0,ff,ff
1562,1562,0,ff,ff
1563,1563,0,ff,ff
1564,1564,0,ff,ff
1565,1565,0,ff,ff
1566,1566,0,0f,ff
1567,1567,0,0,0
1568,1568,0,0,0
1569,1569,0,0,0
1570,1570,0,0,0
1571,1571,0,0,0
1572,1572,0,f0,0
1573,1573,0,ff,fe
1574,1574,0,3,3f
1575,1575,0,0,0
1576,1576,0,0,0
1577,1577,0,0,0
1578,1578,0,0,0
1579,1579,0,e0,0
1580,1580,0,8e,ee
1581,1581,0,3e,0
1582,1582,0,fc,c0
1583,1583,0,ff,ff
1584,1584,0,ff,ff
1585,1585,0,ff,ff
1586,1586,0,ff,df
1587,1587,0,ff,ff
1588,1588,0,ff,ff
1589,1589,0,ff,ff
1590,1590,0,ff,ff
1591,1591,0,ff,ff
1592,1592,0,ff,ff
1593,1593,0,ff,ff
1594,1594,0,ff,ff
1595,1595,0,ff,ff
1596,1596,0,ff,ff
1597,1597,0,ff,ff
1598,1598,0,ff,ff
1599,1599,0,ff,ff
1600,1600,0,ff,ff
1601,1601,0,ff,ff
1602,1602,0,ff,ff
1603,1603,0,ff,ff
1604,1604,0,ff,ff
1605,1605,0,ff,ff
1606,1606,0,ff,ff
1607,1607,0,ff,ff
1608,1608,0,ff,ff
1609,1609,0,ff,ff
1610,1610,0,ff,ff
1611,1611,0,ff,ff
1612,1612,0,ff,ff
1613,1613,0,ff,ff
1614,1614,0,ff,ff
1615,1615,0,ff,ff
1616,1616,0,ff,ff
1617,1617,0,ff,ff
1618,1618,0,ff,ff
1619,1619,0,ff,ff
1620,1620,0,ff,ff
1621,1621,0,ff,ff
1622,1622,0,ff,ff
1623,1623,0,ff,ff
1624,1624,0,ff,ff
1625,1625,0,ff,ff
1626,1626,0,ff,ff
1627,1627,0,ff,ff
1628,1628,0,ff,ff
1629,1629,0,ff,ff
1630,1630,0,ff,ff
1631,1631,0,ff,ff
1632,1632,0,ff,ff
1633,1633,0,ff,ff
1634,1634,0,ff,ff
1635,1635,0,ff,ff
1636,1636,0,ff,ff
1637,1637,0,ff,ff
1638,1638,0,ff,ff
1639,1639,0,ff,ff
1640,1640,0,ff,ff
1641,1641,0,ff,ff
1642,1642,0,ff,ff
1643,1643,0,ff,ff
1644,1644,0,ff,ff
1645,1645,0,ff,ff
1646,1646,0,ff,ff
1647,1647,0,ff,ff
1648,1648,0,ff,ff
1649,1649,0,ff,ff
1650,1650,0,ff,ff
1651,1651,0,ff,ff
1652,1652,0,ff,ff
1653,1653,0,ff,ff
1654,1654,0,ff,ff
1655,1655,0,ff,ff
1656,1656,0,ff,ff
1657,1657,0,ff,ff
1658,1658,0,ff,ff
1659,1659,0,ff,ff
1660,1660,0,ff,ff
1661,1661,0,ff,ff
1662,1662,0,ff,ff
1663,1663,0,ff,ff
1664,1664,0,ff,ff
1665,1665,0,ff,ff
1666,1666,0,ff,ff
1667,1667,0,ff,ff
1668,1668,0,ff,ff
1669,1669,0,ff,ff
1670,1670,0,ff,ff
1671,1671,0,ff,ff
1672,1672,0,ff,ff
1673,1673,0,ff,ff
1674,1674,0,ff,ff
1675,1675,0,ff,ff
1676,1676,0,ff,ff
1677,1677,0,ff,ff
1678,1678,0,ff,ff
1679,1679,0,ff,ff
1680,1680,0,ff,ff
1681,1681,0,ff,ff
1682,1682,0,ff,ff
1683,1683,0,ff,ff
1684,1684,0,ff,ff
1685,1685,0,ff,ff
1686,1686,0,ff,ff
1687,1687,0,ff,ff
1688,1688,0,ff,ff
1689,1689,0,ff,ff
1690,1690,0,ff,ff
1691,1691,0,ff,ff
1692,1692,0,ff,ff
1693,1693,0,ff,ff
1694,1694,0,ff,ff
1695,1695,0,ff,ff
1696,1696,0,ff,ff
1697,1697,0,ff,ff
1698,1698,0,ff,ff
1699,1699,0,ff,ff
1700,1700,0,ff,ff
1701,1701,0,ff,ff
1702,1702,0,ff,ff
1703,1703,0,ff,ff
1704,1704,0,ff,ff
1705,1705,0,ff,ff
1706,1706,0,ff,ff
1707,1707,0,ff,ff
1708,1708,0,ff,ff
1709,1709,0,ff,ff
1710,1710,0,ff,ff
1711,1711,0,ff,ff
1712,1712,0,ff,ff
1713,1713,0,ff,ff
1714,1714,0,ff,ff
1715,1715,0,ff,ff
1716,1716,0,ff,ff
1717,1717,0,ff,ff
1718,1718,0,ff,ff
1719,1719,0,ff,ff
1720,1720,0,ff,ff
1721,1721,0,ff,ff
1722,1722,0,ff,ff
1723,1723,0,ff,ff
1724,1724,0,ff,ff
1725,1725,0,ff,ff
1726,1726,0,ff,ff
1727,1727,0,ff,ff
1728,1728,0,ff,ff
1729,1729,0,ff,ff
1730,1730,0,ff,ff
1731,1731,0,ff,ff
1732,1732,0,ff,ff
1733,1733,0,ff,ff
1734,1734,0,ff,ff
1735,1735,0,ff,ff
1736,1736,0,ff,ff
1737,1737,0,ff,ff
1738,1738,0,ff,ff
1739,1739,0,ff,ff
1740,1740,0,ff,ff
1741,1741,0,ff,ff
1742,1742,0,ff,ff
1743,1743,0,ff,ff
1744,1744,0,ff,ff
1745,1745,0,ff,ff
1746,1746,0,ff,ff
1747,1747,0,ff,ff
1748,1748,0,ff,ff
1749,1749,0,ff,ff
1750,1750,0,ff,ff
1751,1751,0,ff,ff
1752,1752,0,ff,ff
1753,1753,0,ff,ff
1754,1754,0,ff,ff
1755,1755,0,ff,ff
1756,1756,0,ff,ff
1757,1757,0,ff,ff
1758,1758,0,ff,ff
1759,1759,0,ff,ff
1760,1760,0,ff,ff
1761,1761,0,ff,ff
1762,1762,0,ff,ff
1763,1763,0,ff,ff
1764,1764,0,ff,ff
1765,1765,0,ff,ff
1766,1766,0,ff,ff
1767,1767,0,ff,ff
1768,1768,0,ff,ff
1769,1769,0,ff,ff
1770,1770,0,ff,ff
1771,1771,0,ff,ff
1772,1772,0,ff,ff
1773,1773,0,ff,ff
1774,1774,0,ff,ff
1775,1775,0,ff,ff
1776,1776,0,ff,ff
1777,1777,0,ff,ff
1778,1778,0,ff,ff
1779,1779,0,ff,ff
1780,1780,0,ff,ff
1781,1781,0,ff,ff
1782,1782,0,ff,ff
1783,1783,0,ff,ff
1784,1784,0,ff,ff
1785,1785,0,ff,ff
1786,1786,0,ff,ff
1787,1787,0,ff,ff
1788,1788,0,ff,ff
1789,1789,0,ff,ff
1790,1790,0,ff,ff
1791,1791,0,ff,ff
1792,1792,0,ff,ff
1793,1793,0,ff,ff
1794,1794,0,ff,ff
1795,1795,0,ff,ff
1796,1796,0,ff,ff
1797,1797,0,ff,ff
1798,1798,0,ff,ff
1799,1799,0,ff,ff
1800,1800,0,ff,ff
1801,1801,0,ff,ff
1802,1802,0,ff,ff
1803,1803,0,ff,ff
1804,1804,0,ff,ff
1805,1805,0,ff,ff
1806,1806,0,ff,ff
1807,1807,0,ff,ff
1808,1808,0,ff,ff
1809,1809,0,ff,ff
1810,1810,0,ff,ff
1811,1811,0,ff,ff
1812,1812,0,ff,ff
1813,1813,0,ff,ff
1814,1814,0,ff,ff
1815,1815,0,ff,ff
1816,1816,0,ff,ff
1817,1817,0,ff,ff
1818,1818,0,ff,ff
1819,1819,0,ff,ff
1820,1820,0,ff,ff
1821,1821,0,ff,ff
1822,1822,0,ff,ff
1823,1823,0,ff,ff
1824,1824,0,ff,ff
1825,1825,0,ff,ff
1826,1826,0,ff,ff
1827,1827,0,ff,ff
1828,1828,0,ff,ff
1829,1829,0,ff,ff
1830,1830,0,ff,ff
1831,1831,0,ff,ff
1832,1832,0,ff,ff
1833,1833,0,ff,ff
1834,1834,0,ff,ff
1835,1835,0,ff,ff
1836,1836,0,ff,ff
1837,1837,0,ff,ff
1838,1838,0,ff,ff
1839,1839,0,ff,ff
1840,1840,0,ff,ff
1841,1841,0,ff,ff
1842,1842,0,ff,ff
1843,1843,0,ff,ff
1844,1844,0,ff,ff
1845,1845,0,ff,ff
1846,1846,0,ff,ff
1847,1847,0,ff,ff
1848,1848,0,ff,ff
1849,1849,0,ff,ff
1850,1850,0,ff,ff
1851,1851,0,ff,ff
1852,1852,0,ff,ff
1853,1853,0,ff,ff
1854,1854,0,ff,ff
1855,1855,0,ff,ff
1856,1856,0,ff,ff
1857,1857,0,ff,ff
1858,1858,0,ff,ff
1859,1859,0,ff,ff
1860,1860,0,ff,ff
1861,1861,0,ff,ff
1862,1862,0,ff,ff
1863,1863,0,ff,ff
1864,1864,0,ff,ff
1865,1865,0,ff,ff
1866,1866,0,ff,ff
1867,1867,0,ff,ff
1868,1868,0,ff,ff
1869,1869,0,ff,ff
1870,1870,0,ff,ff
1871,1871,0,ff,ff
1872,1872,0,ff,ff
1873,1873,0,7,7f
1874,1874,0,0,0
1875,1875,0,0,0
1876,1876,0,0,0
1877,1877,0,0,0
1878,1878,0,40,0
1879,1879,0,ff,f8
1880,1880,0,0f,ff
1881,1881,0,0,0
1882,1882,0,0,0
1883,1883,0,0,0
1884,1884,0,0,0
1885,1885,0,80,0
1886,1886,0,4b,b8
1887,1887,0,da,2
1888,1888,0,f2,0
1889,1889,0,ff,ff
1890,1890,0,ff,ff
1891,1891,0,ff,ff
1892,1892,0,f7,7f
1893,1893,0,ff,ff
1894,1894,0,ff,ff
1895,1895,0,ff,ff
1896,1896,0,ff,ff
1897,1897,0,ff,ff
1898,1898,0,ff,ff
1899,1899,0,ff,ff
1900,1900,0,7f,ff
1901,1901,0,0,7
1902,1902,0,0,0
1903,1903,0,0,0
1904,1904,0,0,0
1905,1905,0,0,0
1906,1906,0,fc,80
1907,1907,0,ff,ff
1908,1908,0,0,0f
1909,1909,0,0,0
1910,1910,0,0,0
1911,1911,0,0,0
1912,1912,0,0,0
1913,1913,0,b8,80
1914,1914,0,60,bb
1915,1915,0,1d,92
1916,1916,0,13,d0
1917,1917,0,11,40
1918,1918,0,14,91
1919,1919,0,0f,30
1920,1920,0,c9,41
1921,1921,0,12,e1
1922,1922,0,11,10
1923,1923,0,12,e1
1924,1924,0,12,85
1925,1925,0,59,e1
1926,1926,0,16,10
1927,1927,0,1d,e1
1928,1928,0,23,70
1929,1929,0,29,70
1930,1930,0,c9,e2
1931,1931,0,3a,12
1932,1932,0,39,83
1933,1933,0,3f,93
1934,1934,0,44,64
1935,1935,0,57,4
1936,1936,0,46,f4
1937,1937,0,4e,e3
1938,1938,0,40,d3
1939,1939,0,3a,92
1940,1940,0,ad,84
1941,1941,0,53,e4
1942,1942,0,4f,3
1943,1943,0,47,34
1944,1944,0,43,43
1945,1945,0,7c,f4
1946,1946,0,49,f4
1947,1947,0,51,d3
1948,1948,0,47,93
1949,1949,0,3d,3
1950,1950,0,f4,c4
1951,1951,0,49,3
1952,1952,0,3e,a4
1953,1953,0,49,d4
1954,1954,0,3a,54
1955,1955,0,52,d4
1956,1956,0,4a,54
1957,1957,0,47,74
1958,1958,0,40,b4
1959,1959,0,3d,d0
1960,1960,0,c7,54
1961,1961,0,45,b4
1962,1962,0,49,f4
1963,1963,0,40,3
1964,1964,0,42,41
1965,1965,0,53,54
1966,1966,0,3e,b4
1967,1967,0,4c,53
1968,1968,0,45,64
1969,1969,0,3c,e4
1970,1970,0,c2,14
1971,1971,0,54,a5
1972,1972,0,53,13
1973,1973,0,4c,d4
1974,1974,0,49,e2
1975,1975,0,24,a4
1976,1976,0,50,74
1977,1977,0,47,e4
1978,1978,0,41,13
1979,1979,0,3b,0f
1980,1980,0,6a,b4
1981,1981,0,52,64
1982,1982,0,45,b3
1983,1983,0,45,34
1984,1984,0,46,d2
1985,1985,0,c5,64
1986,1986,0,45,64
1987,1987,0,42,84
1988,1988,0,32,63
1989,1989,0,43,23
1990,1990,0,a8,14
1991,1991,0,44,a4
1992,1992,0,4c,43
1993,1993,0,3e,f4
1994,1994,0,41,67
1995,1995,0,f5,a4
1996,1996,0,42,14
1997,1997,0,4b,14
1998,1998,0,3a,44
1999,1999,0,48,7f
2000,2000,0,22,e4
2001,2001,0,50,64
2002,2002,0,44,c4
2003,2003,0,4e,43
2004,2004,0,46,3c
2005,2005,0,89,74
2006,2006,0,45,f4
2007,2007,0,48,63
2008,2008,0,4a,e4
2009,2009,0,47,8b
2010,2010,0,1c,34
2011,2011,0,46,b4
2012,2012,0,47,d3
2013,2013,0,3a,14
2014,2014,0,41,e2
2015,2015,0,cf,83
2016,2016,0,4f,64
2017,2017,0,5c,4
2018,2018,0,3d,25
2019,2019,0,41,28
2020,2020,0,bd,f5
2021,2021,0,4e,c4
2022,2022,0,49,3
2023,2023,0,42,94
2024,2024,0,40,9d
2025,2025,0,91,d4
2026,2026,0,4a,64
2027,2027,0,43,e4
2028,2028,0,42,e3
2029,2029,0,50,db
2030,2030,0,e5,54
2031,2031,0,46,15
2032,2032,0,51,84
2033,2033,0,44,74
2034,2034,0,36,52
2035,2035,0,7e,f4
2036,2036,0,4a,84
2037,2037,0,4a,14
2038,2038,0,42,14
2039,2039,0,45,ec
2040,2040,0,b8,4
2041,2041,0,50,f5
2042,2042,0,44,53
2043,2043,0,49,13
2044,2044,0,4b,92
2045,2045,0,ab,e4
2046,2046,0,4f,c4
2047,2047,0,4c,93
